Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
MQ2L36SA,journalArticle,"Ghafari, Reyhane; Mansouri, Najme",Swarm intelligence techniques and their applications in fog/edge computing: an in-depth review,Artificial Intelligence Review,2025,58,11,,10.1007/s10462-025-11351-2,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11351-2,Springer Science and Business Media LLC
MBDIUVPA,journalArticle,"He, Xinlei; Xu, Guowen; Han, Xingshuo; Wang, Qian; Zhao, Lingchen; Shen, Chao; Lin, Chenhao; Zhao, Zhengyu; Li, Qian; Yang, Le; Ji, Shouling; Li, Shaofeng; Zhu, Haojin; Wang, Zhibo; Zheng, Rui; Zhu, Tianqing; Li, Qi; He, Chaoxiang; Wang, Qifan; Hu, Hongsheng; Wang, Shuo; Sun, Shi-Feng; Yao, Hongwei; Qin, Zhan; Chen, Kai; Zhao, Yue; Li, Hongwei; Huang, Xinyi; Feng, Dengguo",Artificial intelligence security and privacy: a survey,Science China Information Sciences,2025,68,8,,10.1007/s11432-025-4388-5,1869-1919,,http://dx.doi.org/10.1007/s11432-025-4388-5,Springer Science and Business Media LLC
M5JZ8JLU,journalArticle,"Guilianno, Fossong; Okengwu, Kingsley Onyekwere; Okengwu, Ugochi Adaku",A systematic review of cognitive computing for reservoir characterisation and exploration optimisation,Discover Environment,2026,4,1,,10.1007/s44274-026-00797-y,2731-9431,,http://dx.doi.org/10.1007/s44274-026-00797-y,Springer Science and Business Media LLC
M2QUFEEW,journalArticle,"Berberi, Lisana; Kozlov, Valentin; Nguyen, Giang; Sáinz-Pardo Díaz, Judith; Calatrava, Amanda; Moltó, Germán; Tran, Viet; López García, Álvaro",Machine learning operations landscape: platforms and tools,Artificial Intelligence Review,2025,58,6,,10.1007/s10462-025-11164-3,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11164-3,Springer Science and Business Media LLC
MHI5LAMT,journalArticle,"Zappatore, Marco",Incorporating Collaborative and Active Learning Strategies in the Design and Deployment of a Master Course on Computer-Assisted Scientific Translation,"Technology, Knowledge and Learning",2023,29,1,253–308,10.1007/s10758-023-09679-1,2211-1670,,http://dx.doi.org/10.1007/s10758-023-09679-1,Springer Science and Business Media LLC
LUMLN9V5,journalArticle,"Yu, Xiaomo; Tang, Ling; Mi, Jie; Long, Long; Qin, Xiao; Li, Xiuming; Mo, Qinglian",NF-MORL: a neuro-fuzzy multi-objective reinforcement learning framework for task scheduling in fog computing environments,Scientific Reports,2025,16,1,,10.1038/s41598-025-32235-z,2045-2322,,http://dx.doi.org/10.1038/s41598-025-32235-z,Springer Science and Business Media LLC
LSJ79APX,journalArticle,"Xie, Jihong; Wu, Gui; Zhou, Xiang; Deng, Shanshan",Future perspectives on internet of vehicles resource management: digital twin-enabled edge computing frameworks,Journal of Engineering and Applied Science,2025,72,1,,10.1186/s44147-025-00692-y,2536-9512,,http://dx.doi.org/10.1186/s44147-025-00692-y,Springer Science and Business Media LLC
MMFKALJY,journalArticle,"Sivaselvan, N.; Bhat, K. Vivekananda; Rajarajan, Muttukrishnan; Das, Ashok Kumar; Rodrigues, Joel J. P. C.",SUACC-IoT: secure unified authentication and access control system based on capability for IoT,Cluster Computing,2022,26,4,2409–2428,10.1007/s10586-022-03733-w,1573-7543,,http://dx.doi.org/10.1007/s10586-022-03733-w,Springer Science and Business Media LLC
MJZLX69C,journalArticle,"Sun, Feifei",Performance evaluation of sustainable supply chain management based on deep reinforcement learning,Discover Artificial Intelligence,2026,6,1,,10.1007/s44163-026-01054-0,2731-0809,,http://dx.doi.org/10.1007/s44163-026-01054-0,Springer Science and Business Media LLC
M4FX3CAV,journalArticle,"Sahu, Dinesh; Nidhi; Prakash, Shiv; Pandey, Vivek Kumar; Yang, Tiansheng; Rathore, Rajkumar Singh; Wang, Lu",Edge assisted energy optimization for mobile AR applications for enhanced battery life and performance,Scientific Reports,2025,15,1,,10.1038/s41598-025-93731-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-93731-w,Springer Science and Business Media LLC
MCQNE5TP,journalArticle,"Pan, Long; Li, Hong; Li, Xifeng; Bi, Dongjie; Peng, Libiao; Xie, Yongle",Hierarchical multi-attention neural networks for sensor fault diagnosis and mitigation in digital twins,Scientific Reports,2026,16,1,,10.1038/s41598-026-42046-5,2045-2322,,http://dx.doi.org/10.1038/s41598-026-42046-5,Springer Science and Business Media LLC
M2C2J24C,journalArticle,"Nithyanantham, D.; Nair, Akhil; Nayak, Usha Y.",Leveraging Artificial Intelligence for Advancements in Liquid Dosage Formulations in the Pharmaceutical Industry,Therapeutic Innovation &amp; Regulatory Science,2025,59,5,1004–1031,10.1007/s43441-025-00823-w,2168-4804,,http://dx.doi.org/10.1007/s43441-025-00823-w,Springer Science and Business Media LLC
LUMV28VD,journalArticle,"Liu, Fei; Liu, ZhiLi; Liu, XiaoHong; Zhou, Hua",Scalable hybrid framework for real time and non real time task scheduling in fog computing using federated reinforcement learning and PSO GA,Scientific Reports,2025,15,1,,10.1038/s41598-025-22218-5,2045-2322,,http://dx.doi.org/10.1038/s41598-025-22218-5,Springer Science and Business Media LLC
LKVYAJIX,journalArticle,"Liu, Hong; Zhang, Shulei; Li, Li; Sun, Tingting; Xue, Wei; Yao, Xiaoxia; Xu, Yong",Computing power network dynamic resource scheduling integrating time series mixing dynamic state estimation and hierarchical reinforcement learning,Scientific Reports,2026,16,1,,10.1038/s41598-025-32753-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-32753-w,Springer Science and Business Media LLC
MCGZY3UQ,journalArticle,"Kafou, Asmaa; Alzubi, Ahmad; Oz, Tolga",Supply chain risk prediction using elite attentive foraging optimized incremental distributed learning based deep gradient boosting model,Discover Computing,2025,28,1,,10.1007/s10791-025-09625-y,2948-2992,,http://dx.doi.org/10.1007/s10791-025-09625-y,Springer Science and Business Media LLC
LNT9XW4K,bookSection,"Komnick, David; Lammers, Kathrin; Hammer, Barbara; Vaquet, Valerie; Hinder, Fabian",Causal Explanation of Concept Drift – A Truly Actionable Approach,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2026,,,396–412,10.1007/978-3-032-19105-2_28,1865-0937,978-3-032-19105-2,http://dx.doi.org/10.1007/978-3-032-19105-2_28,Springer Nature Switzerland
LR3DWNZL,journalArticle,"Gesmann-Nuissl, Dagmar; Tacke, Ines; Olschewski, Bianca","ELSA for the Smart City: Ethical, Legal, and Social Technologization of Homes, Cities, and Societies Through Standardized ELSA-Assessment—A Legal Point of View",Digital Society,2024,3,3,,10.1007/s44206-024-00153-8,2731-4669,,http://dx.doi.org/10.1007/s44206-024-00153-8,Springer Science and Business Media LLC
MC2IMSHZ,journalArticle,"Egwuche, Ojonukpe S.; Greeff, Japie; Ezugwu, Absalom E.",A comprehensive review of machine learning and deep learning applications for intelligent data processing in the Internet of Things and wireless sensor networks,Discover Applied Sciences,2026,8,5,,10.1007/s42452-026-08445-z,3004-9261,,http://dx.doi.org/10.1007/s42452-026-08445-z,Springer Science and Business Media LLC
LW6NIFR2,journalArticle,"Feng, Qinglin",Emotionally consistent music melody generation algorithm integrating prompt perception and hyper-network optimization,Scientific Reports,2025,15,1,,10.1038/s41598-025-21571-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-21571-9,Springer Science and Business Media LLC
MLQR329J,bookSection,"Chen, Si; Zhang, Bin",Impact of Risk Factors in Supply Chain on Prefabricated Buildings Under Artificial Intelligence,"Proceedings of the 7th International Conference on Knowledge Innovation and Invention, Volume 1",2025,,,195–206,10.1007/978-981-95-2113-5_21,1876-1119,9789819521135,http://dx.doi.org/10.1007/978-981-95-2113-5_21,Springer Nature Singapore
MP8649CQ,journalArticle,"Almeida, Paulo R. L.; Lima, Thyago L. V.; Brito, Alisson V.; Filho, Abel C. Lima",Validated chaos theory for robust bearing fault diagnosis,Journal of the Brazilian Society of Mechanical Sciences and Engineering,2026,48,4,,10.1007/s40430-026-06390-x,1806-3691,,http://dx.doi.org/10.1007/s40430-026-06390-x,Springer Science and Business Media LLC
LVB8SGCY,journalArticle,"Alkılınç, Ahmet; Yıldırım Okay, Feyza; Kök, İbrahim; Özdemir, Suat","A comprehensive survey on federated semi-supervised learning: applications, challenges, and future directions",Cluster Computing,2026,29,4,,10.1007/s10586-026-06028-6,1573-7543,,http://dx.doi.org/10.1007/s10586-026-06028-6,Springer Science and Business Media LLC
M7IFHIDX,journalArticle,"Jamil, S.; Ur Rahman, M.","A Comprehensive Survey of Digital Twins and Federated Learning for Industrial Internet of Things (IIoT), Internet of Learning for Industrial Internet of Things (IIoT), Internet of Vehicles (IoV) and Internetofof Drones (IoD)",Applied System Innovation,2022,5,3,,10.3390/asi5030056,,,https://www.scopus.com/pages/publications/85135570203?origin=resultslist,
MNMYW5ZI,journalArticle,"Zhang, C.; Cui, L.; Yu, S.; Yu, J.J.Q.",A Communication-Efficient Federated Learning Scheme for IoT-Based Traffic Forecasting,IEEE Internet of Things Journal,2022,9,14,11918–11931,10.1109/JIOT.2021.3132363,,,https://www.scopus.com/pages/publications/85120893120?origin=resultslist,
LDS5I5JE,journalArticle,"Saxena, D.; Singh, A.K.",A Self-Healing and Fault-Tolerant Cloud-Based Digital Twin Processing Management Model,IEEE Transactions on Industrial Informatics,2025,21,5,4233–4242,10.1109/TII.2025.3540498,,,https://www.scopus.com/pages/publications/85218904658?origin=resultslist,
MLTZN3XF,journalArticle,"Sindhusaranya, B.; Yamini, R.; Manimekalai, M.A.P.; Geetha, K.",Federated Learning and Blockchain-Enabled Privacy-Preserving Healthcare 5.0 System: A Comprehensive Approach to Fraud Prevention and Security in IoMT,Journal of Internet Services and Information Security,2023,13,4,199–209,10.58346/JISIS.2023.I4.014,,,https://www.scopus.com/pages/publications/85178903770?origin=resultslist,
LX8PIA3H,journalArticle,"Alsamhi, S.H.; Myrzashova, R.; Hawbani, A.; Kumar, S.; Srivastava, S.; Zhao, L.; Wei, X.; Guizan, M.; Curry, E.",Federated Learning Meets Blockchain in Decentralized Data Sharing: Healthcare Use Case,IEEE Internet of Things Journal,2024,11,11,19602–19615,10.1109/JIOT.2024.3367249,,,https://www.scopus.com/pages/publications/85186070349?origin=resultslist,
PJEXMRHW,journalArticle,Z. Zhang; Y. Cao; D. Li; W. Hu; J. Wang,Intelligent Robots for Mass Personalization: A Cloud-Edge-Terminal Collaborative Mechanism for Deep Learning Models,IEEE Access,2026,14,,31215–31227,10.1109/ACCESS.2026.3659479,2169-3536,,,
N9W36BET,journalArticle,"Olowe, Michael; Prioli, Joao Paulo Jacomini; Parupelli, Santosh Kumar; Desai, Salil",Towards scalable intelligence at the edge: a multi-agent framework for quality assurance in additive manufacturing,Journal of Intelligent Manufacturing,2026,,,,10.1007/s10845-026-02844-0,1572-8145,,http://dx.doi.org/10.1007/s10845-026-02844-0,Springer Science and Business Media LLC
NU9MU4PM,bookSection,"Hegiste, Vinit; Legler, Tatjana; Ruskowski, Martin",Collaborative Learning in Shared Production Environment Using Federated Image Classification,Advances in Artificial Intelligence in Manufacturing II,2025,,,98–106,10.1007/978-3-031-86489-6_11,2195-4364,978-3-031-86489-6,http://dx.doi.org/10.1007/978-3-031-86489-6_11,Springer Nature Switzerland
PJJYGTBR,conferencePaper,"Dear, J.; Jindal, A.",Task Offloading and Federated Learning Framework for Edge-Enabled Sustainable IIoT Networks,,2025,,,,10.1109/ANTS66931.2025.11429817,,,https://www.scopus.com/pages/publications/105036549180?origin=resultslist,
PILG5GYI,conferencePaper,"Kumar, H.; Khera, H.; Agrawal, K.K.",Federated Learning for De-centralized Self-Healing in Edge-IoT Networks,,2025,,,,10.1109/IC366947.2025.11290214,,,https://www.scopus.com/pages/publications/105032184594?origin=resultslist,
PFKYBHRX,journalArticle,S. Luo; P. Zhang; X. Song; P. Fan; H. Xing; L. Luo; H. Yu,Domain-Specific Transport Protocols for In-Network Processing at the Edge: A Case Study of Accelerating Model Synchronization,IEEE Transactions on Mobile Computing,2025,24,8,7663–7679,10.1109/TMC.2025.3552220,1558-0660,,,
PCKAGHR4,journalArticle,C. -W. Ching; X. Chen; T. Kim; J. -J. Kuo; D. Da Silva; L. Hu,Totoro+: An Adaptive and Scalable Edge Federated Learning System,IEEE Transactions on Parallel and Distributed Systems,2026,37,7,1740–1757,10.1109/TPDS.2026.3696917,1558-2183,,,
NXGU8WAK,journalArticle,"Alsayat, A.; Alamro, H.; Abaker, M.; Abunadi, I.; Alharbi, S.; Aljaafari, M.; Althobaiti, T.; Alghamdi, B.M.",Vulnerability Assessment of AI-Based Privacy Mechanisms in Industrial IoT Consumer Systems,IEEE Transactions on Consumer Electronics,2026,72,2,4654–4662,10.1109/TCE.2026.3664285,,,https://www.scopus.com/pages/publications/105030067342?origin=resultslist,
P7QY6FND,conferencePaper,"Gowsalya, S.; Devi, T.; Deepa, N.",Federated Edge-Cloud Hybrid Deep Learning Architecture for Privacy-Preserving Fault Prediction in Industrial IoT Systems,,2026,,,223–230,10.1109/ICMLAS67792.2026.11483669,,,https://www.scopus.com/pages/publications/105038751410?origin=resultslist,
P94R7L9S,conferencePaper,"Kasturi, A.; Vishwamithra, S.; Hota, C.",Communication Efficient Distributed Learning Using Variational Auto Encoders,,2022,,,744–748,10.1109/COMSNETS53615.2022.9668564,,,https://www.scopus.com/pages/publications/85125175655?origin=resultslist,
NUGE4ZPV,conferencePaper,"Zaman, S.; Talukder, S.; Hossain, M.Z.; Puppala, S.M.T.; Imteaj, A.",Towards Communication-Efficient Federated Learning Through Particle Swarm Optimization and Knowledge Distillation,,2024,,,510–518,10.1109/COMPSAC61105.2024.00075,,,https://www.scopus.com/pages/publications/85204090361?origin=resultslist,
N7NK9WKJ,journalArticle,"Renfei, C.; Zhongwen, L.",Industrial defect detection for data privacy and domain differences: Based on federated learning and unsupervised domain adaptation,Expert Systems with Applications,2026,310,,,10.1016/j.eswa.2026.131265,,,https://www.scopus.com/pages/publications/105034483700?origin=resultslist,
NA7FRTMW,journalArticle,"Lakoju, Mike; Javed, Amir; Rana, Omer; Burnap, Pete; Atiba, Samuelson T.; Cherkaoui, Soumaya",“Chatty Devices” and edge-based activity classification,Discover Internet of Things,2021,1,1,,10.1007/s43926-021-00004-9,2730-7239,,http://dx.doi.org/10.1007/s43926-021-00004-9,Springer Science and Business Media LLC
N5JPVDCW,journalArticle,"Yang, Q.; Xu, W.; Wang, T.; Wang, H.; Wu, X.; Cao, B.; Zhang, S.",Blockchain-Based Decentralized Federated Learning with On-Chain Model Aggregation and Incentive Mechanism for Industrial IoT,IEEE Open Journal of the Communications Society,2024,5,,6420–6429,10.1109/OJCOMS.2024.3471621,,,https://www.scopus.com/pages/publications/85205762851?origin=resultslist,
MYWW5B3B,conferencePaper,"Sun, Q.; Wu, C.; Ren, T.; Liu, Y.; Zhao, P.; Guo, Y.",Research on the Design and Implementation of Intelligent Procurement System Based on Big Data Analysis,,2025,,,,10.1109/ICEC2NT65402.2025.11380060,,,https://www.scopus.com/pages/publications/105041766859?origin=resultslist,
MWZWT473,journalArticle,"Chen, Y.; He, S.; Wang, B.; Duan, P.; Zhang, B.; Hong, Z.; Ping, Y.",Cryptanalysis and Improvement of DeepPAR: Privacy-Preserving and Asynchronous Deep Learning for Industrial IoT,IEEE Internet of Things Journal,2022,9,21,21958–21970,10.1109/JIOT.2022.3181665,,,https://www.scopus.com/pages/publications/85132711799?origin=resultslist,
MZYE4BCX,conferencePaper,"Arazzi, M.; Sciarroni, M.M.; Nicolazzo, S.; Nocera, A.; Storti, E.",Securing IoE Environments with Semantic Data Stream Analysis and Behavioral Fingerprinting,,2025,,,,10.1109/ETFA65518.2025.11205645,,,https://www.scopus.com/pages/publications/105021838403?origin=resultslist,
MYIIFHLQ,journalArticle,"Wang, Peng Edward; Ghassemi-Armaki, Hassan; Pour, Masoud; Zhao, Xijia; Ma, Junjie; Sattari, Kianoosh; Carlson, Blair",Applicable and generalizable machine learning for intelligent welding in automotive manufacturing,Welding in the World,2025,69,5,1349–1384,10.1007/s40194-025-01951-5,1878-6669,,http://dx.doi.org/10.1007/s40194-025-01951-5,Springer Science and Business Media LLC
NUVJ2AWJ,journalArticle,"Zaman, Saqlain; Mahmud, Md Shahjahan; Mollick, Ali Akber; Lhaden, Tenzin; Dantzler, Joshua; Arroyo, Sabina; Goona, Nithin K.; Mesbah, Maisha; Ahsan, Md. Ariful; Lin, Yirong","Artificial intelligence in additive Manufacturing: advances in smart materials, lattice optimization, and process intelligence",The International Journal of Advanced Manufacturing Technology,2026,144,5-6,3115–3169,10.1007/s00170-026-18072-y,1433-3015,,http://dx.doi.org/10.1007/s00170-026-18072-y,Springer Science and Business Media LLC
MQ5T68WJ,journalArticle,"Homayouni, S. Mahdi; Pinho de Sousa, Jorge; Moreira Marques, Catarina",Unlocking the potential of digital twins to achieve sustainability in seaports: the state of practice and future outlook,WMU Journal of Maritime Affairs,2024,24,1,59–98,10.1007/s13437-024-00349-2,1654-1642,,http://dx.doi.org/10.1007/s13437-024-00349-2,Springer Science and Business Media LLC
